student_id,platform,subject,required,activity_time_level,participation_level,page_views_level,assignment_on_time,failed,motivation_statement,expectancy,utility_value,intrinsic_value,imposed_value,cost
161,gemini,CS,1,1,1,1,0.685063666,0,"I have to take this for my degree. I'm not sure what to expect, but I'm not particularly enthusiastic about coding.",,0,0,1,0
162,gemini,CS,0,3,2,1,1,0,This course is vital for my future in web development. I'm eager to understand the principles of front-end and back-end logic that are fundamental to building interactive websites.,,1,1,0,0
163,gemini,CS,1,3,1,2,1,0,It's a general education requirement. I'm just trying to get through it and focus on my humanities courses.,,0,0,1,0
164,gemini,CS,1,2,2,2,0.796897652,0,"This course is a requirement for my graphic design degree, and I recognize its importance for interactive elements. I'm committed to putting in the effort, even though I often find logical thinking difficult to grasp.",0,1,0,1,1
165,gemini,CS,0,3,3,3,1,0,"I'm taking this course to fulfill a major requirement, but I'm also genuinely interested in the subject. I hope to improve my problem-solving skills and develop a more rigorous computational mindset.",,1,1,1,0
166,gemini,CS,1,1,2,2,0.962556185,0,"I have to take Intro to Computing for my degree, but I've always found coding incredibly difficult. I'm just hoping to somehow scrape by.",0,0,0,1,1
167,gemini,CS,1,3,1,2,1,1,It's a required course for my major. I'm just trying to get through it and focus on other areas of my studies that I find more engaging.,,0,0,1,0
168,gemini,CS,1,3,1,1,1,0,"I want to understand computing better for my personal growth and to fulfill a major requirement. I'm finding the material quite challenging, but I'm trying my best to keep up and learn as much as possible.",0,0,1,1,1
169,gemini,CS,0,1,3,3,0.935461188,0,I'm taking Intro to Computing because it's essential for my game development major. I'm excited to deepen my understanding of programming logic and game engines.,,1,1,0,0
170,gemini,CS,1,1,1,1,0.729252767,0,"This is a required course, and I'm just trying to get it over with. Coding isn't my strongest subject, so I anticipate a challenge.",0,0,0,1,1
171,gemini,CS,1,2,1,2,0.702097114,0,I need this course to satisfy a general education requirement. I'm hoping to learn enough to pass and apply the concepts where relevant.,,1,0,1,0
172,gemini,CS,1,2,2,3,0.797628457,0,"I'm taking Intro to Computing because it's crucial for my aspiration to become a UX/UI designer. I know it will be challenging, but I'm determined to grasp the concepts for interactive design.",1,1,0,0,1
173,gemini,CS,0,3,2,3,0.908434744,0,"As an artificial intelligence major, this is a core requirement. I believe a solid grasp of computing will be invaluable for understanding algorithms and data structures.",,1,0,1,0
174,gemini,CS,1,3,1,3,0.948230395,0,I'm enrolled in this course because it's a prerequisite. I find programming very difficult and I'm not sure I'll enjoy it.,0,0,0,1,1
175,gemini,CS,1,1,2,1,0.93533816,0,"This class is required for graduation. I'm not particularly passionate about computing, but I'm committed to doing what's necessary to complete my degree.",,0,0,1,0
445,claude,CS,1,1,2,1,1,1,"I need this for graduation but I'm overwhelmed by the abstract thinking required. I'm better at subjects that involve more hands-on, practical work.",0,0,0,1,1
177,gemini,CS,0,2,3,1,0.961300189,0,"I've always enjoyed solving puzzles, and coding feels like a big puzzle. I'm looking forward to the challenge and gaining a deeper insight into how software is built.",,0,1,0,0
178,gemini,CS,1,1,1,2,1,0,"Computing is a prerequisite for my program, so I'm here to fulfill that. I'm aiming to pass and gain the necessary credits.",,0,0,1,0
179,gemini,CS,1,1,3,1,0.827068633,0,"I'm taking this course because it's mandatory. I'm not really sure what to expect, and I'm not particularly looking forward to it.",,0,0,1,0
180,gemini,CS,0,3,2,2,1,0,"This course is a critical step towards my career in data analytics. I'm eager to build a strong foundation in computing, as it's fundamental to processing and interpreting large datasets.",,1,1,0,0
181,gemini,CS,1,2,1,2,1,0,I'm taking this course because it's a general education requirement for my degree. I hope to get through it successfully and move on to my major-specific courses.,,0,0,1,0
182,gemini,CS,1,2,2,1,0.791426367,0,"This course is a requirement for my electrical engineering degree, and I recognize its importance for embedded systems. I'm committed to putting in the effort, even though I often find programming concepts difficult to fully grasp.",0,1,0,1,1
183,gemini,CS,0,3,3,3,0.85291075,0,"I'm taking this course to fulfill a major requirement, but I'm also genuinely interested in the subject. I hope to improve my problem-solving skills and develop a more rigorous computational mindset.",,1,1,1,0
184,gemini,CS,1,3,1,1,0.976494483,0,"I have to take Intro to Computing for my degree, but I've always struggled with technology. I'm hoping to somehow get by.",0,0,0,1,1
185,gemini,CS,1,1,2,2,0.835307443,0,It's a required course for my major. I'm just trying to get through it and focus on other areas of my studies that I find more engaging.,,0,0,1,0
186,gemini,CS,1,2,1,2,1,0,"I want to understand computing better for my personal growth and to fulfill a major requirement. I'm finding the material quite challenging, but I'm trying my best to keep up and learn as much as possible.",0,1,1,1,1
187,gemini,CS,0,3,3,2,1,0,I'm taking Intro to Computing because it's essential for my cybersecurity major. I'm excited to deepen my understanding of network protocols and system vulnerabilities.,,1,1,0,0
419,claude,CS,1,1,2,3,0.909075663,1,"It's a degree requirement but I'm finding the abstract thinking really challenging. I'm better at subjects that have more concrete, visual elements.",0,0,0,1,1
189,gemini,CS,1,3,1,3,0.710641256,0,I need this course to satisfy a general education requirement. I'm hoping to learn enough to pass and apply the concepts where relevant.,,1,0,1,0
190,gemini,CS,1,2,3,1,0.692772916,1,"I'm taking Intro to Computing because it's crucial for my aspiration to become a financial analyst. I know it will be challenging, but I'm determined to grasp the concepts for data modeling.",1,1,0,0,1
191,gemini,CS,0,1,2,1,0.853022757,0,"As a robotics engineering major, this is a core requirement. I believe a solid grasp of computing will be invaluable for programming robot movements and AI.",,1,0,1,0
434,claude,CS,1,3,2,1,1,1,"I need this for my degree but I'm struggling with the debugging process. When my code doesn't work, I don't know how to systematically find and fix errors.",0,1,0,1,1
193,gemini,CS,1,1,1,1,0.922818749,0,"This class is required for graduation. I'm not particularly passionate about computing, but I'm committed to doing what's necessary to complete my degree.",,0,0,1,0
194,gemini,CS,1,3,3,3,0.733139183,1,"Intro to Computing is a core course for my biomedical engineering pathway. I'm really motivated to succeed, but I've been struggling with some of the foundational logic, so I'm hoping to improve throughout the semester.",1,1,0,1,1
195,gemini,CS,0,2,3,3,0.977318093,0,"I've always enjoyed learning how things work, and computing offers a deep dive into digital systems. I'm looking forward to the challenge and gaining a deeper insight into how software is built.",,0,1,0,0
196,gemini,CS,1,2,1,3,0.957063476,0,"Computing is a prerequisite for my program, so I'm here to fulfill that. I'm aiming to pass and gain the necessary credits.",,0,0,1,0
197,gemini,CS,1,1,1,3,0.703228513,1,"I'm taking this course because it's mandatory. I'm not really sure what to expect, and I'm not particularly looking forward to it.",,0,0,1,0
198,gemini,CS,0,3,2,3,0.943058766,0,"This course is a critical step towards my career in IT support. I'm eager to build a strong foundation in computing, as it's fundamental to troubleshooting and system administration.",,1,1,0,0
199,gemini,CS,1,2,1,2,0.891641744,0,I'm taking this course because it's a general education requirement for my degree. I hope to get through it successfully and move on to my major-specific courses.,,0,0,1,0
200,gemini,CS,1,2,2,1,0.748554455,1,"I'm taking this course to strengthen my logical thinking and problem-solving skills, which are important for my business management major. I'm finding it tougher than I expected, but I'm dedicated to improving my understanding and performance.",1,1,0,0,1
201,gemini,ENGL,1,3,3,3,0.995778736,0,"I'm taking Intro to Academic Writing because it's a core requirement for my liberal arts degree. I'm eager to refine my writing skills, which I know are essential for all my future courses and career.",1,1,1,1,0
202,gemini,ENGL,0,1,1,1,0.992156905,0,"This course is a general education requirement, and I've always struggled with writing. I just want to pass and get it over with.",0,0,0,1,1
203,gemini,ENGL,1,3,1,2,1,0,"I need this for my communications major. I'm hoping to grasp the basics of academic research and essay structure, even if it feels a bit daunting right now.",0,1,0,1,1
204,gemini,ENGL,1,1,2,3,1,0,"Strong writing is crucial for my law school aspirations. I'm finding some of the argumentative essay techniques challenging, but I'm determined to master them for my future profession.",1,1,0,0,1
205,gemini,ENGL,0,2,2,1,0.713349595,0,"As an aspiring journalist, this is obviously a core course. I'm eager to delve into effective communication and develop a strong, clear writing voice.",,1,1,1,0
206,gemini,ENGL,1,2,1,1,0.692434992,0,"I'm enrolled because it's a prerequisite. Writing has always been a chore for me, and I'm not looking forward to drafting multiple essays.",0,0,0,1,1
207,gemini,ENGL,1,1,3,1,0.983007053,1,This class is required for my psychology program. I'm focused on learning the essential academic writing concepts that will be relevant to research papers and case studies.,,1,0,1,0
208,gemini,ENGL,1,2,2,2,0.997067893,1,"Intro to Academic Writing is a key course for my public relations pathway. I'm highly motivated, but organizing my thoughts into coherent arguments is overwhelming, and I'm struggling with proper citation.",0,1,0,0,1
209,gemini,ENGL,0,2,3,3,1,1,"I've always enjoyed expressing myself through writing, and this course seems like the perfect opportunity to formalize those skills. I'm looking forward to exploring different writing styles.",,0,1,0,0
210,gemini,ENGL,1,1,1,3,1,0,This is a required humanities credit. I'm aiming to get a decent grade and fulfill the requirement without too much difficulty.,,0,0,1,0
211,gemini,ENGL,1,3,1,3,0.994178102,0,"I have to take this for my degree. I'm not sure what to expect, but I'm not particularly enthusiastic about writing essays.",,0,0,1,0
212,gemini,ENGL,0,1,2,1,1,0,"This course is vital for my future in technical writing. I'm eager to understand the principles of clear, concise, and persuasive communication that are fundamental to explaining complex information.",,1,1,0,0
213,gemini,ENGL,1,1,1,2,1,0,It's a general education requirement. I'm just trying to get through it and focus on my science courses.,,0,0,1,0
214,gemini,ENGL,1,2,2,2,1,0,"This course is a requirement for my education degree, and I recognize its importance for lesson planning and student feedback. I'm committed to putting in the effort, even though I often find grammatical rules difficult to grasp.",0,1,0,1,1
215,gemini,ENGL,0,3,3,1,0.928473076,0,"I'm taking this course to fulfill a major requirement, but I'm also genuinely interested in the subject. I hope to improve my critical thinking and develop a more sophisticated writing voice.",,1,1,1,0
216,gemini,ENGL,1,1,1,1,1,0,"I have to take Intro to Academic Writing for my degree, but I've always found essays incredibly difficult. I'm just hoping to somehow scrape by.",0,0,0,1,1
217,gemini,ENGL,1,1,1,2,0.725434957,0,It's a required course for my major. I'm just trying to get through it and focus on other areas of my studies that I find more engaging.,,0,0,1,0
218,gemini,ENGL,1,3,1,2,0.832636279,0,"I want to understand academic writing better for my personal growth and to fulfill a major requirement. I'm finding the material quite challenging, but I'm trying my best to keep up and learn as much as possible.",0,1,1,1,1
219,gemini,ENGL,0,3,3,2,0.911463645,0,I'm taking Intro to Academic Writing because it's essential for my research-focused major. I'm excited to deepen my understanding of scholarly communication and citation practices.,,1,1,0,0
220,gemini,ENGL,1,3,1,1,0.896374828,0,"This is a required course, and I'm just trying to get it over with. Writing isn't my strongest subject, so I anticipate a challenge.",0,0,0,1,1
221,gemini,ENGL,1,1,1,2,1,0,I need this course to satisfy a general education requirement. I'm hoping to learn enough to pass and apply the concepts where relevant.,,1,0,1,0
222,gemini,ENGL,1,2,2,1,0.639910221,0,"I'm taking Intro to Academic Writing because it's crucial for my aspiration to become a policy analyst. I know it will be challenging, but I'm determined to grasp the concepts for clear policy briefs.",1,1,0,0,1
223,gemini,ENGL,0,3,2,3,1,0,"As a history major, this is a core requirement. I believe a solid grasp of academic writing will be invaluable for constructing well-supported historical arguments.",,1,0,1,0
224,gemini,ENGL,1,1,1,1,0.557456826,0,I'm enrolled in this course because it's a prerequisite. I find essay writing very difficult and I'm not sure I'll enjoy it.,0,0,0,1,1
225,gemini,ENGL,1,2,1,1,0.785613627,0,"This class is required for graduation. I'm not particularly passionate about writing, but I'm committed to doing what's necessary to complete my degree.",,0,0,1,0
226,gemini,ENGL,1,3,2,2,1,0,"Intro to Academic Writing is a core course for my sociology pathway. I'm really motivated to succeed, but I've been struggling with synthesizing research and developing strong theses, so I'm hoping to improve throughout the semester.",1,0,0,1,0
227,gemini,ENGL,0,2,3,3,0.966428002,0,"I've always enjoyed reading and analyzing texts, and this course seems like a great way to improve my own analytical writing. I'm looking forward to the discussions and feedback.",,1,1,0,0
228,gemini,ENGL,1,2,1,2,0.664451044,0,"Writing is a prerequisite for my program, so I'm here to fulfill that. I'm aiming to pass and gain the necessary credits.",,0,0,1,0
229,gemini,ENGL,1,1,1,1,0.736939258,0,"I'm taking this course because it's mandatory. I'm not really sure what to expect, and I'm not particularly looking forward to it.",,0,0,1,0
230,gemini,ENGL,0,2,2,2,1,0,"This course is a critical step towards my career in grant writing for non-profits. I'm eager to build a strong foundation in persuasive writing, as it's fundamental to securing funding.",,1,1,0,0
231,gemini,ENGL,1,2,1,2,0.733926674,0,I'm taking this course because it's a general education requirement for my degree. I hope to get through it successfully and move on to my major-specific courses.,,0,0,1,0
232,gemini,ENGL,1,2,2,2,0.952468788,0,"This course is a requirement for my marketing degree, and I recognize its importance for clear communication. I'm committed to putting in the effort, even though I often find structuring long-form content difficult to fully grasp.",0,1,0,1,1
233,gemini,ENGL,0,1,3,2,0.964557184,0,"I'm taking this course to fulfill a major requirement, but I'm also genuinely interested in the subject. I hope to improve my critical thinking and develop a more sophisticated writing voice.",,1,1,1,0
234,gemini,ENGL,1,1,1,1,0.74967993,0,"I have to take Intro to Academic Writing for my degree, but I've always struggled with expressing myself clearly. I'm hoping to somehow get by.",0,0,0,1,1
235,gemini,ENGL,1,1,1,1,1,0,It's a required course for my major. I'm just trying to get through it and focus on other areas of my studies that I find more engaging.,,0,0,1,0
236,gemini,ENGL,1,1,1,3,1,0,"I want to understand academic writing better for my personal growth and to fulfill a major requirement. I'm finding the material quite challenging, but I'm trying my best to keep up and learn as much as possible.",0,1,1,1,1
237,gemini,ENGL,0,3,2,3,0.757485741,0,I'm taking Intro to Academic Writing because it's essential for my English literature major. I'm excited to deepen my understanding of literary analysis and critical essays.,,1,1,1,0
238,gemini,ENGL,1,2,1,2,0.917290863,0,"This is a required course, and I'm just trying to get it over with. Writing isn't my strongest subject, so I anticipate a challenge.",0,0,0,1,1
239,gemini,ENGL,1,2,3,2,0.747642707,0,I need this course to satisfy a general education requirement. I'm hoping to learn enough to pass and apply the concepts where relevant.,,1,0,1,0
240,gemini,ENGL,1,3,2,2,1,0,"I'm taking Intro to Academic Writing because it's crucial for my aspiration to become a teacher. I know it will be challenging, but I'm determined to grasp the concepts for effective communication with students and parents.",1,1,0,0,1
241,gemini,ENGL,0,1,2,3,0.801121889,0,"As a philosophy major, this is a core requirement. I believe a solid grasp of academic writing will be invaluable for constructing logical arguments and defending complex ideas.",,1,0,1,0
242,gemini,ENGL,1,1,1,1,0.857052712,0,I'm enrolled in this course because it's a prerequisite. I find essay writing very difficult and I'm not sure I'll enjoy it.,0,0,0,1,1
243,gemini,ENGL,1,1,1,1,0.980997456,0,"This class is required for graduation. I'm not particularly passionate about writing, but I'm committed to doing what's necessary to complete my degree.",,0,0,1,0
244,gemini,ENGL,1,3,2,1,1,0,"Intro to Academic Writing is a core course for my political science pathway. I'm really motivated to succeed, but I've been struggling with structuring policy arguments, so I'm hoping to improve throughout the semester.",1,1,0,1,0
245,gemini,ENGL,0,3,3,3,0.839970359,0,"I've always enjoyed reading, and this course helps me understand how to write effectively about what I read. I'm looking forward to the challenge and gaining a deeper insight into persuasive writing.",,1,1,0,0
246,gemini,ENGL,1,1,3,2,0.813099753,0,"Writing is a prerequisite for my program, so I'm here to fulfill that. I'm aiming to pass and gain the necessary credits.",,0,0,1,0
247,gemini,ENGL,1,1,1,2,0.785010938,0,"I'm taking this course because it's mandatory. I'm not really sure what to expect, and I'm not particularly looking forward to it.",,0,0,1,0
248,gemini,ENGL,0,2,2,1,0.822000615,0,"This course is a critical step towards my career in publishing. I'm eager to build a strong foundation in academic writing, as it's fundamental to editing and content creation.",,1,1,0,0
249,gemini,ENGL,1,2,1,3,1,0,I'm taking this course because it's a general education requirement for my degree. I hope to get through it successfully and move on to my major-specific courses.,,0,0,1,0
250,gemini,ENGL,1,2,2,2,0.980747257,0,"I'm taking this course to strengthen my communication skills, which are important for my human resources major. I'm finding it tougher than I expected, but I'm dedicated to improving my understanding and performance.",1,1,0,0,1
251,claude,MATH,1,2,3,3,0.833911605,0,I'm taking this course because it's required for my engineering major. I've always enjoyed math and I know calculus will be essential for my future coursework in mechanical engineering.,1,1,1,1,0
449,claude,CS,1,2,2,1,1,1,It's a degree requirement but I'm struggling to balance it with my job and family responsibilities. The programming assignments require concentrated time that's hard to find.,0,0,0,1,1
253,claude,MATH,0,1,1,2,1,0,"I'm taking calculus because I want to pursue a career in data science and I know the mathematical foundation will be crucial. Even though it's not required for my current major, I want to challenge myself.",1,1,1,0,0
254,claude,MATH,1,3,2,3,1,0,Calculus is required for my computer science degree. I'm excited to learn more advanced mathematical concepts that will help me with algorithms and computational thinking.,,1,1,1,0
176,gemini,CS,1,3,2,3,0.692094505,1,"Intro to Computing is a core course for my information systems pathway. I'm really motivated to succeed, but I've been struggling with some of the foundational logic, so I'm hoping to improve throughout the semester.",0,1,0,1,0
256,claude,MATH,1,2,3,3,0.911576593,0,This course is required for my physics major. I love how math explains the natural world and I'm looking forward to using calculus to solve real physics problems.,,1,1,1,0
257,claude,MATH,0,3,3,3,1,0,I'm taking this course to prepare for graduate school in economics. I know advanced economics requires strong mathematical skills and I want to build a solid foundation.,,1,0,0,0
258,claude,MATH,1,3,1,1,0.738466107,0,It's a requirement for my degree program. Math isn't my strongest subject but I'm willing to put in the effort to pass.,0,0,0,1,1
259,claude,MATH,1,1,3,3,1,0,I'm pursuing a mathematics education degree because I want to teach high school math. Taking calculus helps me understand the subject deeply so I can explain it well to my future students.,,1,0,0,0
260,claude,MATH,1,2,2,2,1,1,This is required for my business major. I don't really see how calculus relates to business but I need to complete it to graduate.,,0,0,1,0
261,claude,MATH,1,2,2,3,0.780960429,0,Calculus is required for my biomedical engineering program. I'm interested in how mathematical modeling can be applied to biological systems.,,1,1,1,0
262,claude,MATH,0,1,3,1,0.868094929,0,I'm taking this course out of curiosity. I always wondered what calculus was about and figured college was a good time to explore it.,,0,1,0,0
263,claude,MATH,1,3,2,3,0.433809899,0,This course is essential for my actuarial science major. I need strong mathematical skills to analyze risk and work in the insurance industry.,,1,0,1,0
264,claude,MATH,1,2,3,2,0.675122472,0,It's required for my chemistry major. I understand that calculus is important for understanding reaction rates and other chemical processes.,,1,0,1,0
265,claude,MATH,1,2,1,1,0.82948637,1,I have to take this for my pre-med requirements. I'm more focused on biology and chemistry so this feels like an extra burden.,,0,0,1,1
266,claude,MATH,1,3,2,3,0.835221682,0,I'm majoring in applied mathematics and I'm genuinely excited about calculus. I love solving complex problems and seeing how mathematical concepts connect to real-world applications.,,1,1,0,0
267,claude,MATH,1,2,2,2,1,0,This is required for my environmental science degree. I'm interested in how calculus can be used to model environmental changes and pollution dynamics.,,1,1,1,0
268,claude,MATH,0,2,1,3,0.593971724,0,I'm taking this course because I'm considering switching to a STEM major. I want to see if I can handle the math requirements before making the change.,,1,0,0,1
520,Gemini,CSAdv,1,1,1,3,0.791991103,0,"This is a required course, and I'm just trying to get it over with. Machine learning algorithms aren't my strongest subject, so I anticipate a challenge.",0,0,0,1,1
270,claude,MATH,1,3,3,2,0.973074058,0,I'm studying aerospace engineering and I know calculus is fundamental to understanding flight dynamics and propulsion systems. I'm really motivated to master these concepts.,1,1,1,0,0
271,claude,MATH,1,3,2,3,1,0,This course is required for my statistics major. I'm interested in how calculus provides the foundation for advanced statistical methods.,,1,1,1,0
272,claude,MATH,1,2,3,1,0.59282757,0,I need this for my degree but math has always been difficult for me. I'm hoping to just get through it with a passing grade.,0,1,0,1,1
273,claude,MATH,0,1,2,2,1,0,I'm taking calculus to strengthen my academic profile for medical school applications. I want to demonstrate that I can handle rigorous mathematical coursework.,1,1,0,0,0
274,claude,MATH,1,3,1,2,0.961023306,0,This is required for my architecture program. I'm fascinated by how mathematical principles influence structural design and building aesthetics.,,0,1,1,0
275,claude,MATH,1,1,3,1,0.68369827,1,I have to take this course but I'm already behind in my other classes. I'm considering dropping it and taking it again next semester.,,0,0,1,1
276,claude,MATH,1,2,1,3,1,0,I'm majoring in financial mathematics and I'm excited to learn how calculus applies to modeling financial markets and risk assessment.,,1,1,0,0
277,claude,MATH,1,1,2,2,0.949858954,0,This course is required for my geology major. I'm interested in how calculus can be used to analyze geological processes and interpret data.,,1,1,1,0
278,claude,MATH,0,1,2,1,0.829967468,0,I'm taking this course because my advisor suggested it would help with my psychology research methods. I'm curious about the statistical applications.,,1,1,1,0
279,claude,MATH,1,3,1,3,0.893960417,0,It's required for my electrical engineering degree. I know calculus is essential for understanding circuits and signal processing.,,1,0,1,0
524,Gemini,CSAdv,1,2,1,1,0.802937281,0,"I'm enrolled in this course because it's a prerequisite. I find complex statistical modeling very difficult, but I know it's a crucial prerequisite for my field.",0,1,0,1,1
281,claude,MATH,1,3,3,2,0.971351735,0,I'm studying mathematical biology and I'm passionate about using calculus to model population dynamics and disease spread.,,1,1,0,0
282,claude,MATH,1,2,2,3,1,0,This course is required for my materials science program. I'm interested in how calculus helps describe material properties and phase transitions.,,1,1,1,0
283,claude,MATH,0,2,1,3,1,0,I'm taking this course to explore a potential minor in mathematics. I want to see if I enjoy the subject enough to pursue it further.,,0,1,0,0
538,Gemini,CSAdv,1,3,3,3,0.6324369,0,"This is a required course, and I'm just trying to get it over with. Implementing complex models isn't my strongest subject, so I anticipate a challenge.",0,0,0,1,1
285,claude,MATH,1,3,1,3,1,0,I'm majoring in operations research and I'm excited about how calculus will help me optimize complex systems and solve real-world problems.,,1,1,0,0
286,claude,MATH,1,2,3,3,0.76479122,0,This course is required for my meteorology major. I'm fascinated by how mathematical models help predict weather patterns and climate change.,,0,1,1,0
287,claude,MATH,1,1,1,2,0.849642981,0,It's a requirement for my degree but I find the pace too fast. I'm doing my best but it's challenging to keep up.,,0,0,1,1
288,claude,MATH,0,3,3,3,1,0,I'm taking calculus because I want to pursue a PhD in neuroscience. I know mathematical modeling is becoming increasingly important in understanding brain function.,,1,0,0,0
289,claude,MATH,1,2,2,2,0.96214878,0,This course is required for my civil engineering program. I'm interested in how calculus applies to structural analysis and fluid dynamics.,,1,1,1,0
565,claude,CSAdv,1,1,2,3,0.755460096,0,This course is required for my program but I'm struggling with the programming assignments. My background is more theoretical and implementing these algorithms from scratch is challenging.,0,0,0,1,1
291,claude,MATH,1,3,2,3,0.939187775,0,I'm studying petroleum engineering and I'm excited about how calculus will help me understand reservoir modeling and drilling optimization.,,1,1,0,0
292,claude,MATH,1,2,3,3,0.781399813,0,This is required for my industrial engineering degree. I appreciate how mathematical optimization can improve manufacturing processes.,,1,0,1,0
293,claude,MATH,0,1,2,2,0.831595286,0,I'm taking this course because I'm considering graduate school in public policy. I want to strengthen my quantitative analysis skills.,,1,0,0,0
294,claude,MATH,1,3,2,2,1,0,This course is required for my pharmaceutical sciences major. I'm interested in how calculus applies to drug kinetics and pharmacokinetics.,,1,1,1,0
295,claude,MATH,1,1,1,1,0.951403097,1,I need this for graduation but I'm overwhelmed by the workload. I'm taking too many credits this semester and something had to give.,,0,0,1,1
296,claude,MATH,1,3,3,1,0.89070904,0,I'm majoring in nuclear engineering and I'm passionate about how calculus describes nuclear processes and reactor dynamics.,,1,1,0,0
297,claude,MATH,1,2,3,2,1,0,This course is required for my agricultural engineering program. I'm interested in how mathematical models can optimize crop production and resource management.,,1,1,1,0
298,claude,MATH,0,2,1,2,0.941459904,0,I'm taking this course to challenge myself academically. I've always been curious about advanced mathematics and wanted to see what I could accomplish.,1,0,1,0,0
299,claude,MATH,1,3,2,1,1,1,It's a degree requirement but I'm struggling to balance it with my job and family responsibilities. I'm hoping to improve in the second half of the semester.,,0,0,1,1
300,claude,MATH,1,3,1,3,1,0,I'm studying biomedical engineering and I'm excited about how calculus will help me design medical devices and analyze biological systems.,,1,1,0,0
306,claude,CHEM,1,2,3,2,0.877100499,0,"This course is required for my environmental science major. I'm interested in how chemical principles help us understand pollution, climate change, and environmental remediation.",,1,1,1,0
307,claude,CHEM,0,3,3,3,0.903981896,0,I'm taking chemistry to strengthen my application for pharmacy school. I want to understand how drugs work at the molecular level and how they interact with biological systems.,,1,1,0,0
308,claude,CHEM,1,2,1,2,1,0,It's a requirement for my biology major. I know chemistry is important for understanding biochemistry but I find it more abstract than biology.,,1,0,1,0
309,claude,CHEM,1,2,3,2,1,0,I'm pursuing a forensic science degree and I'm fascinated by how chemical analysis can solve crimes. Understanding molecular structure and reactions is crucial for lab work.,,1,1,0,0
311,claude,CHEM,1,2,2,3,0.916864761,0,Chemistry is required for my materials science program. I'm interested in how atomic and molecular properties determine material characteristics and performance.,,1,1,1,0
312,claude,CHEM,0,2,1,2,0.903465477,0,I'm taking this course out of curiosity. I always wondered how everyday products like soaps and plastics are made and wanted to understand the science behind them.,,0,1,0,0
313,claude,CHEM,1,3,2,3,1,0,This course is essential for my biochemistry major. I love how chemistry explains biological processes and I'm excited to learn about molecular interactions in living systems.,,1,1,1,0
314,claude,CHEM,1,2,3,2,0.761685722,0,It's required for my geology major. I understand that chemistry is important for understanding mineral formation and rock composition.,,1,0,1,0
315,claude,CHEM,1,1,1,1,0.989419476,0,I have to take this for my medical laboratory science program. The concepts are difficult and I'm spending most of my time just trying to memorize formulas.,0,0,0,1,1
316,claude,CHEM,1,3,3,3,0.939780735,0,I'm majoring in chemistry and I'm genuinely passionate about the subject. I love how chemistry connects the microscopic world of atoms to the macroscopic world we observe.,,0,1,0,0
317,claude,CHEM,1,2,2,2,0.88734782,0,"This is required for my food science degree. I'm interested in how chemical principles apply to food preservation, nutrition, and flavor development.",,1,1,1,0
318,claude,CHEM,0,2,1,3,1,0,I'm taking this course because I'm considering a career change to become a high school chemistry teacher. I want to make sure I understand the fundamentals well.,,1,0,0,0
319,claude,CHEM,1,1,2,1,1,0,It's a degree requirement but I'm struggling with the math involved. I thought chemistry would be more like cooking but there's so much calculation.,0,0,0,1,1
320,claude,CHEM,1,3,3,2,1,0,I'm studying petroleum engineering and I need to understand chemical processes in oil refining and petrochemical production. Chemistry is fundamental to my career goals.,,1,0,0,0
321,claude,CHEM,1,3,2,1,1,0,"This course is required for my agricultural sciences major. I'm interested in how chemistry applies to soil science, plant nutrition, and pesticide development.",,1,1,1,0
322,claude,CHEM,1,3,1,2,0.884200768,0,I need this for my degree but the lab component is overwhelming. I'm not confident working with chemicals and I'm worried about making mistakes.,0,1,0,1,1
323,claude,CHEM,0,1,2,1,1,0,I'm taking chemistry to prepare for the MCAT. I want to make sure I have a solid foundation in chemical principles before applying to medical school.,,1,0,0,0
324,claude,CHEM,1,2,3,2,0.928973324,0,This is required for my pharmaceutical sciences program. I'm fascinated by drug discovery and development and want to understand how molecular structure affects drug activity.,,1,1,1,0
326,claude,CHEM,1,3,3,2,0.992416635,0,I'm majoring in chemical biology and I'm excited about how chemistry and biology intersect. I want to use chemical tools to study biological systems.,,1,1,0,0
327,claude,CHEM,1,2,2,1,0.900478542,0,This course is required for my paper engineering program. I'm interested in how chemical processes are used in paper manufacturing and recycling.,,0,1,1,0
328,claude,CHEM,0,1,2,3,0.934549395,0,I'm taking this course because my advisor suggested it would help with my psychology research in neuroscience. I want to understand brain chemistry better.,,1,1,1,0
329,claude,CHEM,1,3,1,3,0.999031405,0,It's required for my biomedical engineering degree. I know chemistry is important for understanding biomaterials and medical device design.,,1,0,1,0
331,claude,CHEM,1,3,3,3,0.878177932,0,I'm studying toxicology and I'm passionate about understanding how chemicals affect human health and the environment. Chemistry is at the core of my field.,,1,1,0,0
332,claude,CHEM,1,2,2,3,1,0,This course is required for my metallurgical engineering program. I'm interested in how chemical principles govern metal extraction and processing.,,0,1,1,0
575,claude,CSAdv,1,2,1,3,0.678796524,0,This course is required but I'm overwhelmed by the mathematical complexity. I was expecting more applied content but the theoretical foundations are more demanding than I anticipated.,0,0,0,1,1
333,claude,CHEM,0,2,1,1,0.637162277,0,I'm taking this course to explore a potential minor in chemistry. I've always been curious about how things work at the molecular level.,,0,1,0,0
334,claude,CHEM,1,1,2,3,1,0,I need this for my degree but I'm struggling with the conceptual understanding. The abstract nature of atoms and molecules is hard for me to grasp.,0,1,0,1,1
335,claude,CHEM,1,3,2,3,1,0,I'm majoring in cosmetic chemistry and I'm excited about how chemical formulation creates beauty products. Understanding molecular interactions is crucial for product development.,,1,1,0,0
